headline,description,date
,Les 300 plates-formes de transactions sur les crypto-monnaies et le bitcoin se livrent à une lutte acharnée pour conquérir de nouveaux clients. Ce secteur très concurrentiel confronté à la baisse des volumes et à la chute des cours depuis 2018 va se restructurer pour passer un nouveau cap.,"Sélection abonnés,Publié le 13 déc. 2019 à 11h00,Mis à jour le 16 déc. 2019 à 16h22"
Trump et Johnson rassurent les Bourses asiatiques,"Toutes les Bourses d'Asie affichent de solides progressions ce vendredi après l'annonce d'un accord commercial partiel entre les Etats-Unis et la Chine et la victoire nette des conservateurs, favorables aux Brexit, aux élections en Grande Bretagne. Les marchés célèbrent la levée de deux grosses incertitudes.","Cette nuit en Asie,Publié le 13 déc. 2019 à 6h34,Mis à jour le 13 déc. 2019 à 8h37"
"Silicon Valley, paiement, libra... les confidences du patron de Stripe","Cofondateur de Stripe avec son frère, l'Irlandais John Collison a lancé sa start-up à l'assaut du paiement en ligne depuis la Sillicon Valley. Valorisée 35 milliards de dollars, son entreprise qui n'est pas encore cotée en Bourse s'est imposée comme un des poids lourds de la fintech. Il livre son diagnostic sur les valorisations dans la tech, l'écosystème de start-up européen et l'avenir de la cyber-économie.","Interview,Publié le 13 déc. 2019 à 6h18,Mis à jour le 13 déc. 2019 à 7h42"
"Ucommune, le rival chinois de WeWork, se lance dans une cotation risquée à Wall Street","La plus grande société de co-working chinoise, qui a déposé son prospectus d'introduction devant la SEC, veut s'introduire en Bourse d'ici la fin de l'année.",Publié le 12 déc. 2019 à 18h36
"Le vélo d'intérieur, le vendeur à découvert et le « bad buzz »","Le groupe Peloton Interactive, qui commercialise notamment des vélos d'intérieur sophistiqués, est dans l'oeil du cyclone, après une publicité devenue virale. Un vendeur à découvert a saisi cette occasion pour sortir une note de recherche assassine, où il anticipe un effondrement du titre.","Publié le 12 déc. 2019 à 17h43,Mis à jour le 12 déc. 2019 à 17h50"
Volatilité/Bourse : L'envie de retour d'une grande absente,Les investisseurs se couvrent pour une fin d'année incertaine en Bourse.,"Publié le 12 déc. 2019 à 17h39,Mis à jour le 12 déc. 2019 à 17h49"
Les propositions du patronat pour lutter contre les activistes,"Après la Commission des finances et le Club des juristes, l'Afep fait ses recommandations pour protéger les entreprises contre les fonds activistes. Le patronat voudrait que le gendarme boursier prononce des sanctions contre les activistes qui ne se seraient pas déclarés auprès de la société visée.",Publié le 12 déc. 2019 à 17h38
Les banques impliquées dans le plus grand scandale fiscal allemand devant la justice,"La banque privée allemande M.M. Warburg & Co a accepté de négocier avec le fisc dans la plus grande affaire de fraude fiscale de l'histoire allemande. Une décision qui pourrait conduire les autres banques, dont Société Générale, à faire de même.","Publié le 12 déc. 2019 à 12h45,Mis à jour le 12 déc. 2019 à 17h02"
Aramco pulvérise le seuil symbolique des 2.000 milliards de valorisation,"Le titre du géant pétrolier a encore grimpé pour son deuxième jour à la Bourse de Riyad. Saudi Aramco a enfin atteint le but que s'était fixé le prince héritier en 2016. La hausse ne devrait pas durer, prédisent des analystes. ","Publié le 12 déc. 2019 à 10h51,Mis à jour le 12 déc. 2019 à 15h08"
La volatilité du pétrole profite au négociant Trafigura,Le géant du négoce de pétrole a enregistré l'une de ses meilleures années dans le trading de brut. Le résultat net du groupe est toutefois stable en raison d'une série de dépréciations.,Publié le 12 déc. 2019 à 7h22
Salaires des patrons : la menace qui plane sur les conseils d'administration,"Une ordonnance modifie le régime français du « Say on Pay », qui encadre le vote des actionnaires sur les salaires des patrons. Les conseils d'administration sont désormais en première ligne. ",Publié le 12 déc. 2019 à 7h05
Sanofi : ordonnance royale,"Quand le nouveau plan stratégique de Sanofi élude ses questions, la Bourse adore.",Publié le 11 déc. 2019 à 19h41
"Au Japon, les activistes visent tous les secteurs","En 2019, les fonds activistes et des groupes d'actionnaires ont multiplié les actions pour tenter de faire plier les directions des grands groupes nippons. Tous n'ont pas été victorieux. Retour sur trois batailles.",Publié le 11 déc. 2019 à 16h31
L'attrition de la cote déprime la place de Paris,"En 2019, sur Euronext et Euronext Growth, 20 sociétés françaises sont sorties de la cote. Treize d'entre elles ont fait l'objet d'un retrait obligatoire suite à une offre publique. Sept sociétés ont fait faillite ou sont en procédure de liquidation.","Décryptage,Publié le 14 janv. à 7h24"
Saison des résultats/Etats-Unis : Peu de marge pour les marges,Le levier opérationnel des valeurs de croissance sera scruté de près.,Publié le 13 janv. à 17h56
"Casino sur le point de céder Leader Price à Aldi, le titre grimpe","Dans les tuyaux depuis plusieurs mois, l'accord entre les deux distributeurs aboutirait sur un montant de 750 millions d'euros. La chaîne de magasins allemande va augmenter sensiblement sa part de marché du commerce en France. Le titre Casino est en hausse ce lundi à la Bourse de Paris.","Publié le 13 janv. à 11h41,Mis à jour le 13 janv. à 13h59"
Siemens sous la pression de « Fridays for Future »,"Mis en cause pour son implication dans une méga mine en Australie, Joe Kaeser, le PGD de Siemens a tenté, sans succès, d'amadouer le mouvement « Fridays for Futur ». Dimanche, après le refus de la militante écologiste Luisa Neubauer d'entrer au conseil de surveillance de la branche énergie du groupe, il a finalement décidé de mener à bien ce projet.","Ça se passe en Europe,Publié le 13 janv. à 7h17"
Wall Street/Emploi américain : Pauvre comme « jobs »,Les records de Wall Street n'offrent qu'un soutien limité à la consommation américaine.,Publié le 11 janv. à 17h49
Europlace/ Activistes: Cordes sensibles,La place de Paris ne doit faire fuir ni les émetteurs ni les investisseurs.,Publié le 9 janv. à 19h47
Sodexo : Essai pas transformé,La croissance de Sodexo peine à enthousiasmer la Bourse.,"Publié le 9 janv. à 17h11,Mis à jour le 9 janv. à 18h11"
Gestion/Bourse : Une affaire de styles,"Les valeurs décotées n'ont plus la cote, mais gare aux effets d'optique.",Publié le 9 janv. à 16h17
Le lobby Paris Europlace veut lui aussi mieux encadrer les fonds activistes,Le lobby de la place de Paris exige plus de transparence de la part de ces fonds qui viennent de plus en plus cibler des sociétés françaises. Il veut aussi que la vente à découvert soit plus encadrée. Des recommandations qui convergent avec celles formulées en octobre par la Commission des finances. ,Publié le 9 janv. à 12h46
"Pearl Harbor, Versailles et Netflix : retour sur le grand show Carlos Ghosn","A l'occasion d'une conférence de presse organisée ce mercredi, au siège du syndicat de la presse libanaise à Beyrouth, Carlos Ghosn tenait à « laver son honneur ». Morceaux choisis.","Publié le 9 janv. à 7h03,Mis à jour le 9 janv. à 13h23"
CAC 40 : versements record aux actionnaires en 2019,"A 60 milliards d'euros, les liquidités restituées aux actionnaires du CAC 40 dépassent le niveau record de 2007. Elles ont augmenté de 12 % par rapport à l'année dernière. Compte tenu des bons résultats 2019 attendus, les dividendes et les rachats d'actions devraient encore progresser cette année.","Exclusif,Publié le 9 janv. à 6h39,Mis à jour le 9 janv. à 11h07"
Les valeurs aériennes chahutées en Bourse sur fond de conflit Etats-Unis/Iran,"Air France et l'Allemand Lufthansa viennent d'annoncer l'arrêt des vols commerciaux au-dessus de l'Irak et l'Iran pour une durée indéterminée. Emirates a aussi restreint ses destinations. A l'ouverture des bourses, les valeurs européennes du secteur sont chahutées.","Dernière minute,Publié le 8 janv. à 11h05,Mis à jour le 8 janv. à 11h24"
Les priorités des investisseurs pour les assemblées générales de 2020,"Outre la question des retraites chapeau, plusieurs sujets intéressent les investisseurs cette année. Parmi ceux-ci: la raison d'être et la réactivité des conseils d'administration.",Publié le 8 janv. à 7h46
Liggoo va financer son nouveau standard d'éclairage mobile en Bourse,"D'ici à quelques semaines, Finatech disparaîtra au profit de la société Liggoo qui porte le nom du nouveau standard d'éclairage mobile que cette entreprise familiale a développé à partir de 2014. Pour financer sa production et sa commercialisation, en priorité dans les secteurs professionnels, Liggoo s'apprête à entrer sur Euronext pour lever 3 millions d'euros courant février.",Publié le 8 janv. à 7h30
La gestion passive atteint de nouveaux sommets en Europe,"Les encours des fonds indiciels cotés (ETF) européens ont dépassé les 1.000 milliards de dollars fin 2019. BlackRock continue de faire la course en tête, attirant près de la moitié des flux en 2019.",Publié le 8 janv. à 7h20
,"Lors des assemblées générales, les investisseurs seront vigilants sur les retraites chapeaux accordées aux dirigeants. Les règles ayant changé l'été dernier, les entreprises mettent en place de nouveaux régimes.","La sélection abonné,Sélection abonnés,Publié le 8 janv. à 5h37"
Aston Martin enchaîne les déboires,"Ses ventes en berne, le constructeur automobile a indiqué viser une marge opérationnelle comprise entre 12,5 et 13,5 % en 2019, contre une précédente cible d'environ 20 %. Le titre d'Aston Martin reculait de plus de 10 %, ce mardi, à la Bourse de Londres.","Publié le 7 janv. à 11h41,Mis à jour le 7 janv. à 14h07"
Les gérants cotés ont profité de l'embellie boursière,Les excellentes performances des marchés financiers l'an dernier ont bénéficié à la plupart des gérants d'actifs cotés. La pression de la gestion passive se ressent particulièrement outre-Atlantique.,Publié le 7 janv. à 10h10
Capital-investissement : La poudre a encore parlé,Les sorties de Bourse opérées par le capital-investissement ont atteint des sommets.,Publié le 6 janv. à 19h58
,"Le géant pétrolier saoudien, coté depuis seulement un mois, recule en Bourse. Contrairement aux valeurs pétrolières européennes, Saudi Aramco est pénalisé par les tensions liées à l'assassinat d'un puissant général iranien par les Etats-Unis.","Sélection abonnés,Publié le 6 janv. à 11h53,Mis à jour le 6 janv. à 15h33"
Les tensions Etats-Unis-Iran plombent Saudi Aramco et les Bourses du Golfe,"Toutes les places financières de la péninsule arabique étaient en recul dimanche, pour ce premier jour d'échanges depuis le raid américain qui a tué le général iranien Qassem Soleimani en Irak vendredi. Le géant pétrolier saoudien Saudi Aramco, plus grosse société cotée au monde, a perdu 1,7 %",Publié le 5 janv. à 16h45
Tech/Bourse: Very Big Apple,Apple pèsera encore plus lourd dans les calculs de rendement de Wall Street.,"Publié le 5 janv. à 10h30,Mis à jour le 5 janv. à 13h15"
,"Envolée boursière, remontée des taux, flambée de l'or… 2020 sera-t-elle une année de rupture ? Les Echos ont passé au crible les prévisions des analystes. Parmi les enjeux pour la planète finance : la remise en question des missions des banques centrales, et de la raison d'être des entreprises. ","Sélection abonnés,Publié le 4 janv. à 10h01"
Tesla dépasse les attentes de Wall Street avec 367.500 voitures vendues,"Tesla a dépassé les attentes de Wall Street avec ses livraisons annuelles de voitures, propulsant son action à un niveau record à la Bourse de New York. Pour rester sur cette lancée, l'entreprise californienne devra surmonter la disparition de certains crédits d'impôts accordés aux Américains et accélérer son expansion à l'international.","Publié le 3 janv. à 20h24,Mis à jour le 5 janv. à 15h12"
Bourse/ Pétrole : Choc et pas chic,La Bourse s'est un peu dégrisée avec le retour au premier plan du risque iranien.,"Publié le 3 janv. à 16h18,Mis à jour le 5 janv. à 16h39"
Les marchés s'inquiètent du possible affrontement entre les Etats-Unis et l'Iran,Wall Street et les Bourses du Golfe ont accusé le coup après l'assassinat du général iranien Qassem Soleimani. L'action du géant Saudi Aramco a perdu 2 %. Les cours du pétrole ont bondi de près de 5 %. Les investisseurs se ruent vers des actifs sûrs.,"Publié le 3 janv. à 11h35,Mis à jour le 5 janv. à 18h24"
Les trois introductions en Bourse qui ont marqué l'année 2019,L'année 2019 a été la pire depuis 2016 pour les introductions en Bourse. Retour sur trois opérations qui ont animé le marché.,Publié le 3 janv. à 5h45
Bourse: la Chine assouplit ses règles pour attirer plus d'entreprises,"Fin décembre, Pékin a simplifié la procédure pour les entreprises qui souhaitent aller en bourse. Elles sont soumises à plus de transparence mais n'ont plus besoin de demander l'autorisation au régulateur.",Publié le 2 janv. à 18h00
Entreprises/ Bourse: Qui l'eût cru ?,"La cote boursière parvient à se renouveler, quand les bons ingrédients sont réunis.",Publié le 2 janv. à 17h51
CVC achève sa prise de contrôle sur le courtier en assurance April,"Le fonds CVC détient désormais à plus de 99 % le courtier en assurance lyonnais, ouvrant la voie à un retrait de la cote des titres April. Le feuilleton était surveillé avec inquiétude par les acteurs du capital investissement.",Publié le 2 janv. à 16h42
Introductions en bourse: 2019 est le pire millésime depuis trois ans,"Les fonds levés dans le monde ont atteint 188,8 milliards de dollars, soit 10 % de moins qu'en 2018. En Europe, 2019 est la pire année depuis six ans. La France a profité de la privatisation de la Française des Jeux et de la cotation de Verallia.","Publié le 2 janv. à 16h27,Mis à jour le 2 janv. à 19h31"
Entreprises/Bourse : Taureau moins ailé,La cote européenne continue de s'appuyer sur ses fleurons de croissance.,Publié le 1 janv. à 17h28
La Bourse brésilienne affiche une hausse insolente de 31 % en 2019,"Si l'économie a patiné, la Bourse s'est envolée. Paradoxe : la guerre commerciale entre Washington et Pékin a favorisé l'agrobusiness brésilien. Les perspectives pour cette année restent bonnes.",Publié le 1 janv. à 8h00
Opinion | French Tech : comment transformer l'essai,"Les entrepreneurs de la French Tech ont besoin d'investisseurs pour faire grandir davantage les start-up françaises. La Bourse est le meilleur instrument pour cela, surtout dans un contexte de taux bas qui devrait inciter les Français à investir davantage dans les entreprises, et un peu moins dans des placements sans risques mais désormais sans gains.","Tribune,Publié le 31 déc. 2019 à 6h59"
La technologie et le luxe ont porté le CAC 40 en 2019,"Non seulement l'indice phare de la Bourse de Paris a renoué avec les 6.000 points, mais 35 des 40 valeurs qui le composent terminent l'année dans le vert. STMicroelectronics et LVMH sont les grands gagnants de 2019.",Publié le 31 déc. 2019 à 6h18
La Bourse de Paris enregistre sa meilleure année depuis 1999,"Portées par les banques centrales, les places boursières se sont envolées en 2019. Paris a grimpé de plus de 26 %. Le premier trimestre a suffi à rattraper le terrain perdu en 2018. Les deuxième et troisième trimestres ont été marqués par les soubresauts de la guerre commerciale.",Publié le 31 déc. 2019 à 5h42
Investir 100.000 dollars dans Netflix a rapporté 4 millions en 10 ans,"Selon les calculs de Bloomberg, aucune grande entreprise américaine ne peut rivaliser avec cette performance sur la période.","Publié le 30 déc. 2019 à 19h52,Mis à jour le 30 déc. 2019 à 19h59"
Banque/ Bourse : Ni Phénix ni Sisyphe,Crédit Agricole et BNP Paribas mènent le rebond des valeurs bancaires européennes.,Publié le 30 déc. 2019 à 15h40
Bourse : association de bienfaiteurs,"L'euphorie qui règne actuellement sur la plupart des places boursières fait craindre le pire à de nombreux observateurs. Elle a pourtant de beaux jours devant elle. En tout cas, tant que les investisseurs bénéficieront de l'appui de deux puissants alliés.","Publié le 29 déc. 2019 à 16h24,Mis à jour le 29 déc. 2019 à 17h20"
Champagne : Les bulles sans la fête,Les maisons de champagne indépendantes remplissent péniblement la coupe des investisseurs.,Publié le 29 déc. 2019 à 9h40
Bourse : le Nasdaq passe la barre des 9.000 points,"Les principaux indices de la Bourse de New York ont de nouveau atteint des sommets jeudi, rassurés par la perspective d'un accord commercial entre les Etats-Unis et la Chine. Le Nasdaq, dominé par les géants de la tech, a notamment profité des performances d'Amazon.",Publié le 27 déc. 2019 à 10h28
Distribution : Au bonheur des drames,Les gagnants de la distribution en Bourse ont des profils très variés.,Publié le 26 déc. 2019 à 18h49
Brexit : la Bourse de Londres compte sur 2020 pour rebondir,"En offrant enfin de la visibilité aux investisseurs sur le Brexit, la large victoire remportée par Boris Johnson à la mi-décembre permet d'espérer un rebond des cours. Elle pourrait favoriser une reprise des introductions et des acquisitions.","Publié le 26 déc. 2019 à 12h14,Mis à jour le 26 déc. 2019 à 15h22"
"Biotech : Innate Pharma, la déception du Nasdaq","La société n'a pas réussi à lever au Nasdaq autant qu'elle l'espérait, malgré de solides arguments. Cette entreprise spécialisée dans l'immunothérapie des cancers dispose heureusement d'une belle trésorerie.","Focus,Publié le 26 déc. 2019 à 7h44,Mis à jour le 26 déc. 2019 à 12h45"
Energie/EDF/Engie : Moins que la lumière,EDF et Engie n'ont pas brillé en Bourse cette année au sein du secteur énergétique.,"Publié le 25 déc. 2019 à 11h17,Mis à jour le 26 déc. 2019 à 18h56"
Biotechnologies : In biotechno veritas,"Les « biotech » françaises trouvent, mais ne sont pas très recherchées en Bourse.","Publié le 24 déc. 2019 à 17h39,Mis à jour le 25 déc. 2019 à 14h05"
,Les autorités américaines s'intéressent au rôle de l'institution financière dans la manipulation des cours de l'or et de l'argent de son desk de trading de métaux précieux.,"La sélection abonné,Sélection abonnés,Publié le 7 févr. à 15h55,Mis à jour le 7 févr. à 17h34"
"Casper, le trublion du matelas qui n'est plus une licorne","L'introduction en Bourse de la société new-yorkaise, qui vend des matelas en ligne, était particulièrement attendue au regard de la méfiance des investisseurs. Le titre a bondi de 12,5 % pour la première séance et terminé à 13,50 dollars, valorisant Casper à 529 millions de dollars.","Publié le 7 févr. à 15h24,Mis à jour le 7 févr. à 18h20"
,"C'est le grand feuilleton du début de l'année dans le CAC 40. La chute d'Isabelle Kocher chez Engie, groupe de 165.000 salariés et 60 milliards d'euros de CA, a agité le Paris des affaires. Au lendemain de son éviction de la direction du géant de l'énergie, c'est l'heure de faire le point.","Sélection abonnés,Publié le 7 févr. à 13h29,Mis à jour le 8 févr. à 21h19"
Fonds activistes : Elliott risque une nouvelle amende de 20 millions d'euros,Le fonds activiste est accusé par le gendarme boursier de ne pas avoir respecté la réglementation boursière en achetant 9 % du capital de Norbert Dentressangle en 2015.,"Publié le 7 févr. à 11h04,Mis à jour le 9 févr. à 15h23"
La meunerie Paulic fait appel à la Bourse pour nourrir les insectes,"La société a fait breveter un nouveau produit à base de son de blé destiné principalement aux fabricants d'aliments pour insectes. Elle cherche à lever entre 6 et 10,6 millions d'euros sur Euronext Growth (ex-Alternext) pour se doter de moyens industriels supplémentaires.",Publié le 7 févr. à 10h02
Warner Music annonce son entrée en Bourse,La troisième plus grande maison de disques au monde a déposé son dossier auprès du gendarme boursier américain. La transaction Universal Music-Tencent peut donner à son actionnaire Len Blavatnik un espoir de belle plus-value.,"Publié le 7 févr. à 8h34,Mis à jour le 9 févr. à 17h37"
Intercontinental Exchange renonce à eBay,"La maison mère du New York Stock Exchange, qui étudiait la possibilité de prendre le contrôle de l'ancienne gloire des enchères en ligne, s'est rétracté devant le scepticisme des investisseurs et des analystes. Sa capitalisation boursière avait fondu de plus de 5 milliards de dollars depuis l'annonce mardi.",Publié le 7 févr. à 7h48
"Auto : General Motors, Ford et Fiat Chrysler souffrent de la comparaison avec Tesla","Les résultats annuels des « Big Three » soulignent leurs difficultés à maintenir de la croissance - contrairement à la firme californienne qui n'en finit pas de caracoler en Bourse : General Motors, Ford et Fiat Chrysler ont tous trois vu leurs ventes et leurs profits reculer l'an dernier. Et 2020 s'annonce des plus incertaines, face aux lourds investissements encore à venir dans l'électrification des gammes, ou encore au coronavirus.","Décryptage,Publié le 7 févr. à 6h30"
Société Générale : Modulation de fréquence,"La Société Générale envisage des rachats d'actions, la Bourse comprend.",Publié le 6 févr. à 19h53
La nouvelle qui fait flamber Deutsche Bank en bourse,"Le gestionnaire d'actifs américain Capital Group fait une entrée fracassante chez Deutsche Bank, en devenant son quatrième actionnaire. Une marque de confiance dans le plan de restructuration du géant blessé de la finance allemande qui a entraîné jeudi une hausse de 12,9 % du titre.","Publié le 6 févr. à 18h21,Mis à jour le 6 févr. à 18h41"
"Après avoir flambé, l'action Tesla chute en Bourse","L'entreprise d'Elon Musk a abandonné jusqu'à 20 % mercredi à la Bourse de New York après avoir connu une folle ascension les jours précédents. En cause, des retards de livraisons annoncées à cause de l'épidémie du coronavirus.","En chiffres,Publié le 5 févr. à 21h34"
Le « back-office » de Bouygues Construction paralysé par une cyberattaque,"Victime d'une cyberattaque jeudi dernier, Bouygues Construction a pu poursuivre le travail sur ses chantiers mais ses activités support restent ralenties pendant que le groupe répare ses systèmes.","Publié le 5 févr. à 19h17,Mis à jour le 6 févr. à 17h20"
Le fabricant de lampadaires Chrysalis parie sur la Bourse pour rebondir,"Cette PME, qui a repris les locaux et une partie de l'outil industriel de l'ex-3E International, prévoit de se tourner vers la Bourse pour partir à la conquête des marchés de l'éclairage urbain. Elle compte ainsi avoir les moyens de se doter d'un réseau commercial pour diffuser sa technologie LED.",Publié le 5 févr. à 17h22
Coronavirus : ces valeurs qui décollent en Bourse depuis l'épidémie,"La pépite de la vidéoconférence Zoom, le spécialiste français du diagnostic Novacyt, le fabricant de masques Alpha Pro Tech… Alors que le coronavirus jette un coup de froid sur les marchés, les investisseurs se ruent sur certaines valeurs liées de près ou de loin à l'épidémie.","Focus,Publié le 4 févr. à 15h35,Mis à jour le 4 févr. à 17h12"
,Paris Europlace veut encadrer davantage l'activité de ces agences qui épaulent les actionnaires en assemblée générale. Les organisations patronales en ont fait une de leurs priorités pour 2020. Les intéressées s'élèvent contre cette volonté de réguler à tout va. ,"La sélection abonné,Sélection abonnés,Publié le 4 févr. à 12h20,Mis à jour le 4 févr. à 14h41"
"ZeroHedge, ascension et chute du « Fight-Club » des traders","Inspiré du film « Fight-Club », le blog financier « anti-establishment », apôtre de la vérité alternative, a vu son compte Twitter fermé. En cause, son dérapage dans la crise du coronavirus, aboutissement d'une longue et inexorable dérive vers le sensationnalisme et l'extrémisme.","Décryptage,Publié le 4 févr. à 12h02,Mis à jour le 4 févr. à 14h18"
,"Depuis les affaires Casino et Pernod Ricard, l'offensive des activistes au capital des entreprises françaises fait trembler la place de Paris. Cette dernière s'est mobilisée comme jamais pour faire aux pouvoirs publics des propositions afin d' encadrer davantage les comportements de ces fonds. La France se singularise : elle est le seul pays à vouloir se doter de règles spécifiques propres à cette catégorie d'investisseurs. Au détriment de l'attractivité de la place financière.","Analyse,Sélection abonnés,Publié le 4 févr. à 7h30,Mis à jour le 4 févr. à 16h51"
Assemblées générales : la réforme qui inquiète Wall Street,"Sous la pression des entreprises cotées, le gendarme boursier américain a proposé d'encadrer davantage les agences qui conseillent les actionnaires en assemblée générale. Les investisseurs sont vent debout. ","Publié le 4 févr. à 7h04,Mis à jour le 4 févr. à 14h01"
"Bonus : les banques serrent la vis, à Wall Street et ailleurs","Engagées dans de vastes plans d'économies partout dans le monde, les grandes banques d'investissement se font moins généreuses sur les rémunérations. Y compris les plus profitables.","Publié le 4 févr. à 6h45,Mis à jour le 4 févr. à 7h08"
"Tesla flambe en Bourse et vaut plus cher que Volkswagen, PSA et Renault réunis","L'action du constructeur automobile a gagné près de 20 % lundi à Wall Street, et la hausse était encore à deux chiffres mardi. La valorisation de l'entreprise d'Elon Musk est désormais largement supérieure à 150 milliards de dollars.","Publié le 3 févr. à 23h12,Mis à jour le 4 févr. à 18h02"
Ingenico/Worldline : Payé en retour,Worldline prouve que la cotation en Bourse n'est pas toujours un handicap.,Publié le 3 févr. à 19h39
Ubisoft : Plus que jamais mobile,Le développement d'Ubisoft dans les jeux sur smartphones fait patienter la Bourse.,Publié le 3 févr. à 19h18
"Worldline, cette ex-filiale d'Atos devenue un géant mondial du paiement","Six ans après son introduction en Bourse, la société spécialisée dans les paiements a connu une trajectoire stratosphérique, au point de peser désormais plus lourd que son ancienne maison mère. Son action a progressé de près de 300 %, faisant d'elle un leader du paiement européen.","En chiffres,Publié le 3 févr. à 18h49,Mis à jour le 3 févr. à 19h07"
Coronavirus : les marchés boursiers plongés dans l'incertitude,"Depuis deux semaines, les places boursières tentent de résister à l'angoisse liée à la pandémie, les séances de répit atténuant les épisodes de correction. Le CAC 40, en baisse de 3,62 % la semaine dernière et de 1,25 % la précédente a repris 0,45 %.","En chiffres,Publié le 3 févr. à 9h30,Mis à jour le 7 févr. à 9h17"
"Coronavirus : les bourses chinoises plongent, l'économie à l'arrêt","Les Bourses de Chine continentale s'effondraient de presque 9 % à la mi-journée, effrayées par la propagation de l'épidémie et son impact sur l'économie. Plusieurs instituts abaissent leurs prévisions de croissance, anticipant désormais un impact plus important que celui du SRAS.","Publié le 3 févr. à 7h43,Mis à jour le 3 févr. à 10h01"
Pékin vole au secours de son économie menacée d'isolement,"Frontières terrestres fermées, liaisons aériennes suspendues, restrictions de visas et de voyages etc., la Chine a été placée quasi en quarantaine. Alors que les Bourses chinoises rouvrent lundi après de longs congés, la banque centrale injecte 156 milliards d'euros pour soutenir l'économie.","Publié le 2 févr. à 15h05,Mis à jour le 3 févr. à 7h14"
Climat : l'Eglise d'Angleterre lance un indice boursier respectant l'accord de Paris,"L'indice a été développé en partenariat avec FTSE Russell, le fournisseur du principal indice de la Bourse de Londres. Il va reproduire les performances de sociétés dont les agissements sont jugés compatibles avec les objectifs de l'accord de 2015.","Publié le 31 janv. à 13h41,Mis à jour le 3 févr. à 17h09"
Margarita Louis-Dreyfus prête à ouvrir le capital,La patronne du négociant agricole est ouverte à l'idée de vendre une participation importante à un grand investisseur. Un tournant pour une société restée dans le giron familial depuis près de 170 ans.,Publié le 30 janv. à 19h25
Le patronat révise son code de gouvernement d'entreprise,"Les deux organisations patronales, l'Afep et le Medef, ont publié ce jeudi une nouvelle version de leur code de gouvernance. Principales nouveautés, des quotas pour les femmes dans les instances dirigeantes, et des recommandations pour les ratios mesurant les écarts de salaire entre le dirigeant et les salariés.",Publié le 30 janv. à 12h36
Les entreprises françaises au firmament,"Le CAC 40 se porte bien et sur le long terme, la croissance annuelle de la valeur des entreprises est bien plus rapide que celle de l'économie française. Une bonne nouvelle qui plaide, selon Xavier Fontanet, pour le recours accru à la capitalisation dans notre système de retraites.","Chronique,Publié le 30 janv. à 8h06"
"Airbus/Boeing : Ô temps, suspends ton vol",La « prime Boeing » sur Airbus est loin d'avoir disparue en Bourse.,Publié le 29 janv. à 18h37
General Electric entrevoit le bout du tunnel,"Le conglomérat américain a de nouveau bondi en Bourse après la publication de résultats meilleurs que prévus. Sa division aviation a notamment tiré son activité, malgré les problèmes de Boeing. Son patron Larry Culp voit encore du potentiel dans les énergies renouvelables, notamment. ","Résultats,Publié le 29 janv. à 17h12,Mis à jour le 29 janv. à 17h41"
Opinion | Les enjeux de la cotation directe,"Peu étudiée en France, la cotation directe constitue une méthode novatrice d’offre au public de titres financiers qui permet aux émetteurs de contourner les déficiences du processus traditionnel d’introduction en bourse (Initial Public Offering ou IPO). Elle fait aujourd’hui l’objet d’un intérêt marqué de la part du régulateur américain. (Par Guillaume Djian, normalien, diplômé de l'Université Paris-II)","Tribune,Publié le 29 janv. à 14h41,Mis à jour le 29 janv. à 14h57"
"iPhone, Bourse, bénéfices : les 5 chiffres fous d'Apple","Après ses résultats trimestriels qui ont agréablement surpris Wall Street, le groupe atteint son pic historique boursier ce mercredi, à plus de 1.400 milliards de dollars de capitalisation.","En chiffres,Publié le 29 janv. à 13h25,Mis à jour le 29 janv. à 16h26"
"Krach éclair : Navinder Sarao, le marchand de sable de Wall Street sort libre du tribunal","Le jeune spéculateur autodidacte anglais était accusé d'avoir contribué au krach éclair que connut Wall Street le 6 mai 2010. Bouc émissaire ou apprenti sorcier du trading haute fréquence, Navinder Singh Sarao se voit épargné d'une peine de prison aux Etats-Unis.","Récit,Publié le 29 janv. à 9h10,Mis à jour le 29 janv. à 17h56"
La tech mondiale redoute d'être contaminée par le coronavirus chinois,"L'expansion du virus 2019-nCoV en Chine bloque certains fabricants de composants électroniques. L'inquiétude s'est déjà propagée en Bourse. Si la crise s'aggravait, la chaîne d'approvisionnement des géants de la tech comme Apple pourrait également se gripper.","Publié le 28 janv. à 17h29,Mis à jour le 28 janv. à 18h56"
"A Paris, le blues des analystes financiers","Le nombre d'analystes financiers a été divisé par deux en 15 ans. Les marchés ont beau être au plus haut depuis 2007, l'ambiance est morose.",Publié le 28 janv. à 7h04
Coronavirus : les Bourses mondiales sous pression,"La Bourse de Paris a effacé lundi tous ses gains de l'année alors que la propagation de l'épidémie sème la panique sur les marchés. Incapables d'évaluer l'ampleur de la crise sanitaire, les investisseurs trouvent refuge dans l'or et les emprunts d'Etat.","En chiffres,Publié le 27 janv. à 16h32,Mis à jour le 28 janv. à 7h31"
Coronavirus : le pétrole repasse sous la barre des 60 dollars,"Le coronavirus pèse sur les secteurs du tourisme et des transports, où les restrictions pour les vols régionaux continuent de s'étendre. ","En chiffres,Publié le 27 janv. à 10h00,Mis à jour le 27 janv. à 18h26"
